Index,Carat,Cut,Color,Clarity,Depth,Table,Price,x,y,z,Size,Cut_number_classification,Color_number_classification,Clarity_number_classification
44384,"0,52",Ideal,H,VS1,"62,5","58,0",1582,"5,14","5,17","3,22","85,57",5,3,5
44385,"0,41",Premium,D,VVS1,"61,6","58,0",1582,"4,78","4,74","2,93","66,39",4,7,7
44386,"0,41",Ideal,D,VVS1,"62,3","55,0",1582,"4,78","4,75","2,97","67,43",5,7,7
44387,"0,41",Premium,D,VVS1,"62,3","53,0",1582,"4,78","4,75","2,97","67,43",4,7,7
44388,"0,41",Ideal,D,VVS1,"62,2","56,0",1582,"4,8","4,78","2,98","68,37",5,7,7
44389,"0,41",Ideal,D,VVS1,"60,6","57,0",1582,"4,82","4,79","2,91","67,19",5,7,7
44390,"0,41",Ideal,D,VVS1,"62,3","57,0",1582,"4,77","4,73","2,96","66,78",5,7,7
44391,"0,54",very Good,D,VS2,"61,1","59,0",1583,"5,25","5,29","3,22","89,43",3,7,4
44392,"0,51",very Good,E,VS1,"58,1","60,0",1583,"5,28","5,32","3,08","86,52",3,6,5
44393,"0,5",Premium,E,VS2,"61,0","59,0",1583,"5,13","5,07","3,11","80,89",4,6,4
44396,"0,5",Premium,G,VS1,"62,5","60,0",1583,"5,13","5,08","3,19","83,13",4,4,5
44397,"0,5",very Good,E,VS2,"63,4","58,0",1583,"5,08","5,05","3,21","82,35",3,6,4
44398,"0,5",Premium,E,VS2,"63,0","58,0",1583,"5,07","5,02","3,18","80,94",4,6,4
44399,"0,5",Premium,G,VS1,"60,9","59,0",1583,"5,14","5,11","3,12","81,95",4,4,5
44400,"0,5",very Good,E,VS2,"62,9","56,0",1584,"5,06","5,11","3,2","82,74",3,6,4
44401,"0,43",Premium,D,VVS1,"59,6","58,0",1584,"4,89","4,94","2,93","70,78",4,7,7
44402,"0,43",Ideal,D,VVS1,"62,3","56,0",1584,"4,81","4,82","3,0","69,55",5,7,7
44403,"0,66",Ideal,E,SI2,"62,4","56,0",1584,"5,61","5,55","3,48","108,35",5,6,2
44404,"0,55",Ideal,H,SI1,"61,4","56,0",1584,"5,28","5,31","3,25","91,12",5,3,3
44405,"0,55",Ideal,H,SI1,"60,8","56,0",1584,"5,3","5,33","3,23","91,24",5,3,3
44406,"0,53",Ideal,D,VS2,"61,4","55,0",1585,"5,21","5,24","3,21","87,63",5,7,4
44407,"0,56",Ideal,G,VS2,"62,2","57,0",1585,"5,29","5,25","3,28","91,09",5,4,4
44408,"0,51",Ideal,G,VS2,"61,0","56,0",1585,"5,17","5,2","3,16","84,95",5,4,4
44409,"0,51",Ideal,E,SI1,"60,9","56,0",1585,"5,16","5,19","3,15","84,36",5,6,3
44410,"0,53",Ideal,E,SI1,"61,9","55,0",1585,"5,2","5,24","3,23","88,01",5,6,3
44411,"0,56",Premium,H,VS1,"60,1","58,0",1585,"5,4","5,35","3,23","93,31",4,3,5
44412,"0,46",Ideal,E,VVS1,"62,6","57,0",1586,"4,89","4,98","3,09","75,25",5,6,7
44413,"0,52",Ideal,G,VS2,"61,2","56,0",1586,"5,16","5,2","3,17","85,06",5,4,4
44414,"0,52",Ideal,G,VS2,"61,9","55,0",1586,"5,15","5,19","3,2","85,53",5,4,4
44415,"0,54",Ideal,I,SI1,"62,3","55,0",1586,"5,22","5,27","3,27","89,96",5,2,3
44416,"0,52",Ideal,E,SI1,"61,0","55,0",1586,"5,19","5,23","3,18","86,32",5,6,3
44418,"0,55",very Good,E,SI1,"58,5","65,0",1587,"5,33","5,38","3,13","89,75",3,6,3
44419,"0,53",Ideal,D,SI1,"61,2","57,0",1587,"5,19","5,24","3,19","86,75",5,7,3
44420,"0,49",very Good,H,VVS2,"62,3","57,0",1588,"5,02","5,05","3,14","79,6",3,3,6
44421,"0,51",very Good,G,VS1,"61,0","56,0",1588,"5,17","5,19","3,16","84,79",3,4,5
44423,"0,75",Premium,J,SI2,"62,9","56,0",1588,"5,76","5,72","3,61","118,94",4,1,2
44424,"0,55",Ideal,G,VS2,"62,2","54,0",1588,"5,27","5,28","3,28","91,27",5,4,4
44425,"0,55",Ideal,H,VS1,"61,9","55,0",1588,"5,25","5,28","3,26","90,37",5,3,5
44426,"0,5",Premium,D,SI1,"63,0","60,0",1588,"5,06","5,03","3,18","80,94",4,7,3
44428,"0,61",Premium,H,SI1,"61,2","58,0",1588,"5,45","5,43","3,33","98,55",4,3,3
44429,"0,72",Premium,G,SI2,"60,6","61,0",1588,"5,83","5,75","3,51","117,66",4,4,2
44430,"0,55",very Good,E,VS2,"58,1","62,0",1589,"5,38","5,46","3,15","92,53",3,6,4
44431,"0,5",Good,D,VS2,"64,0","56,0",1589,"5,02","5,04","3,22","81,47",2,7,4
44432,"0,64",Ideal,I,VS1,"60,8","54,0",1589,"5,55","5,6","3,39","105,36",5,2,5
44433,"0,61",very Good,H,VS2,"63,3","57,5",1590,"5,38","5,4","3,41","99,07",3,3,4
44434,"0,56",very Good,G,VS2,"63,4","58,0",1590,"5,23","5,28","3,33","91,96",3,4,4
44435,"0,48",Ideal,H,VVS2,"62,5","56,0",1590,"4,98","5,02","3,12","78,0",5,3,6
44436,"0,54",Ideal,E,VS2,"61,8","57,0",1590,"5,23","5,26","3,24","89,13",5,6,4
44437,"0,51",Good,G,VS1,"63,4","57,0",1590,"5,04","5,08","3,21","82,19",2,4,5
44438,"0,51",Premium,E,VS2,"62,5","60,0",1590,"5,08","5,1","3,18","82,39",4,6,4
44439,"0,51",Ideal,E,VS2,"61,7","53,0",1590,"5,18","5,2","3,2","86,2",5,6,4
44440,"0,51",very Good,E,VS2,"63,0","59,0",1590,"5,05","5,08","3,19","81,84",3,6,4
44441,"0,59",Premium,D,SI2,"62,6","61,0",1590,"5,33","5,27","3,32","93,26",4,7,2
44442,"0,57",Premium,E,SI1,"62,2","55,0",1590,"5,36","5,31","3,32","94,49",4,6,3
44443,"0,59",Premium,H,VS2,"60,2","60,0",1590,"5,45","5,42","3,27","96,59",4,3,4
44445,"0,61",Ideal,H,VS2,"62,0","53,0",1591,"5,47","5,49","3,4","102,1",5,3,4
44446,"0,61",Ideal,H,VS2,"62,5","54,0",1591,"5,43","5,45","3,4","100,62",5,3,4
44450,"0,55",Ideal,G,VS1,"60,9","56,0",1591,"5,29","5,35","3,24","91,7",5,4,5
44451,"0,5",Ideal,E,VS1,"62,7","57,0",1591,"5,01","5,03","3,15","79,38",5,6,5
44452,"0,56",Ideal,G,SI1,"62,3","53,0",1591,"5,31","5,28","3,3","92,52",5,4,3
44453,"0,51",Premium,G,VS1,"61,0","58,0",1591,"5,2","5,16","3,16","84,79",4,4,5
44454,"0,53",Good,G,VS1,"63,8","56,0",1591,"5,17","5,11","3,28","86,65",2,4,5
44456,"0,5",very Good,G,VS1,"61,3","58,0",1592,"5,03","5,09","3,1","79,37",3,4,5
44457,"0,5",very Good,G,VS1,"62,9","55,0",1592,"5,06","5,09","3,19","82,16",3,4,5
44458,"0,57",very Good,J,IF,"59,8","59,0",1592,"5,39","5,41","3,23","94,19",3,1,8
44459,"0,55",very Good,D,SI1,"63,1","56,0",1593,"5,19","5,22","3,28","88,86",3,7,3
44460,"0,54",very Good,D,SI1,"60,0","59,8",1593,"5,3","5,34","3,18","90,0",3,7,3
44461,"0,55",Ideal,I,VVS1,"61,7","56,0",1593,"5,24","5,29","3,25","90,09",5,2,7
44462,"0,55",Premium,I,VVS1,"61,3","59,0",1593,"5,27","5,3","3,24","90,5",4,2,7
44463,"0,55",Ideal,I,VVS1,"62,7","57,0",1593,"5,17","5,23","3,26","88,15",5,2,7
44464,"0,52",Ideal,H,VS2,"61,5","55,0",1593,"5,18","5,22","3,2","86,53",5,3,4
44465,"0,52",Ideal,H,VS2,"60,3","57,0",1593,"5,21","5,23","3,15","85,83",5,3,4
44466,"0,5",Premium,D,SI1,"62,8","57,0",1593,"5,08","5,05","3,18","81,58",4,7,3
44468,"0,5",Premium,E,SI1,"59,9","58,0",1593,"5,18","5,17","3,1","83,02",4,6,3
44469,"0,51",Premium,E,SI1,"61,5","58,0",1593,"5,14","5,11","3,15","82,74",4,6,3
44471,"0,54",Ideal,E,SI1,"61,5","56,0",1594,"5,31","5,26","3,25","90,77",5,6,3
44473,"0,54",Ideal,D,SI1,"62,6","55,0",1595,"5,19","5,23","3,26","88,49",5,7,3
44474,"0,54",Premium,D,SI1,"62,3","60,0",1595,"5,18","5,22","3,24","87,61",4,7,3
44475,"0,52",Ideal,G,VS2,"60,8","57,0",1595,"5,19","5,21","3,16","85,45",5,4,4
44477,"0,51",Ideal,G,VS1,"61,3","55,7",1595,"5,15","5,18","3,16","84,3",5,4,5
44478,"0,56",Premium,D,SI1,"60,2","60,0",1595,"5,38","5,33","3,22","92,33",4,7,3
44480,"0,55",Ideal,E,VS2,"62,0","55,0",1596,"5,24","5,28","3,26","90,2",5,6,4
44481,"0,55",Ideal,E,VS2,"60,3","57,0",1596,"5,28","5,3","3,19","89,27",5,6,4
44482,"0,5",Good,H,VVS1,"63,3","57,0",1596,"5,02","5,06","3,19","81,03",2,3,7
44483,"0,55",Ideal,E,VS2,"59,8","57,0",1596,"5,3","5,34","3,18","90,0",5,6,4
44484,"0,6",very Good,H,VS2,"64,2","57,0",1597,"5,27","5,32","3,4","95,32",3,3,4
44485,"0,51",Premium,D,VS2,"60,9","58,0",1597,"5,14","5,18","3,14","83,6",4,7,4
44486,"0,51",Ideal,D,VS2,"61,9","55,0",1597,"5,15","5,19","3,2","85,53",5,7,4
44487,"0,51",very Good,D,VS2,"62,9","56,0",1597,"5,07","5,1","3,2","82,74",3,7,4
44488,"0,58",Ideal,D,SI1,"62,0","54,0",1597,"5,36","5,39","3,33","96,21",5,7,3
44490,"0,5",very Good,H,VS1,"61,6","57,0",1598,"5,11","5,13","3,15","82,58",3,3,5
44491,"0,5",very Good,H,VS1,"61,0","56,0",1598,"5,1","5,13","3,12","81,63",3,3,5
44493,"0,53",Ideal,G,VS2,"60,9","57,0",1598,"5,25","5,26","3,2","88,37",5,4,4
44494,"0,52",Ideal,H,VS1,"62,0","56,0",1598,"5,14","5,2","3,21","85,8",5,3,5
44496,"0,51",very Good,D,VS2,"63,7","55,0",1599,"5,05","5,09","3,23","83,03",3,7,4
44497,"0,51",very Good,G,VS1,"62,7","58,0",1599,"5,05","5,09","3,18","81,74",3,4,5
44498,"0,51",Ideal,G,VS1,"61,4","54,0",1599,"5,15","5,18","3,17","84,57",5,4,5
44499,"0,51",Ideal,G,VS1,"62,2","55,0",1599,"5,13","5,16","3,2","84,71",5,4,5
44500,"0,51",Ideal,G,VS1,"61,6","54,0",1599,"5,16","5,19","3,19","85,43",5,4,5
44503,"0,9",Premium,H,I1,"58,8","62,0",1599,"6,32","6,26","3,7","146,38",4,3,1
44505,"0,52",Ideal,D,SI1,"62,4","56,0",1600,"5,12","5,17","3,21","84,97",5,7,3
44506,"0,52",Ideal,D,SI1,"61,8","57,0",1600,"5,14","5,19","3,19","85,1",5,7,3
44508,"0,52",Ideal,D,SI1,"62,7","56,0",1600,"5,14","5,17","3,23","85,83",5,7,3
44509,"0,52",Ideal,D,SI1,"60,0","56,0",1600,"5,19","5,24","3,13","85,12",5,7,3
44510,"0,52",Ideal,D,SI1,"62,2","57,0",1600,"5,13","5,16","3,2","84,71",5,7,3
44512,"0,52",Ideal,D,SI1,"62,4","57,0",1600,"5,14","5,18","3,22","85,73",5,7,3
44513,"0,54",Good,E,SI1,"61,5","56,0",1600,"5,22","5,26","3,23","88,69",2,6,3
44514,"0,52",Premium,D,SI1,"61,4","58,0",1600,"5,16","5,19","3,18","85,16",4,7,3
44515,"0,52",Ideal,D,SI1,"61,5","55,0",1600,"5,19","5,22","3,2","86,69",5,7,3
44517,"0,52",Ideal,D,SI1,"60,9","57,0",1600,"5,17","5,21","3,16","85,12",5,7,3
44518,"0,54",Premium,H,VS1,"62,6","59,0",1600,"5,19","5,22","3,26","88,32",4,3,5
44520,"0,58",Ideal,H,VS2,"62,4","58,0",1600,"5,3","5,34","3,32","93,96",5,3,4
44523,"0,53",very Good,D,VS2,"63,2","56,0",1601,"5,1","5,15","3,24","85,1",3,7,4
44524,"0,52",very Good,E,VS2,"59,2","59,0",1601,"5,23","5,27","3,11","85,72",3,6,4
44525,"0,52",very Good,E,VS1,"63,4","54,0",1601,"5,08","5,11","3,23","83,85",3,6,5
44526,"0,5",Ideal,E,SI1,"61,3","56,2",1601,"5,12","5,14","3,15","82,9",5,6,3
44527,"0,5",Ideal,G,VS2,"62,2","54,1",1601,"5,07","5,12","3,17","82,29",5,4,4
44528,"0,6",Ideal,E,SI1,"61,4","57,0",1601,"5,52","5,46","3,37","101,57",5,6,3
44529,"0,53",Ideal,H,VS1,"61,2","56,0",1601,"5,23","5,26","3,21","88,31",5,3,5
44531,"0,54",Good,E,SI1,"59,9","63,0",1601,"5,25","5,3","3,16","87,93",2,6,3
44532,"0,5",very Good,D,VS2,"63,3","58,0",1602,"5,03","5,05","3,19","81,03",3,7,4
44534,"0,51",Premium,D,SI1,"62,0","59,0",1602,"5,15","5,11","3,18","83,69",4,7,3
44535,"0,5",very Good,G,VS1,"61,9","59,0",1603,"5,06","5,08","3,14","80,71",3,4,5
44536,"0,5",Ideal,E,VS1,"62,2","57,0",1603,"5,1","5,13","3,18","83,2",5,6,5
44537,"0,7",very Good,I,SI2,"60,9","59,0",1603,"5,7","5,76","3,49","114,58",3,2,2
44538,"0,5",Ideal,E,VS1,"62,3","55,0",1603,"5,09","5,12","3,18","82,87",5,6,5
44539,"0,5",very Good,E,VS1,"63,9","55,0",1604,"4,98","5,03","3,2","80,16",3,6,5
44541,"0,55",Ideal,G,VS2,"61,2","56,8",1604,"5,28","5,31","3,24","90,84",5,4,4
44542,"0,53",Ideal,H,VS2,"61,7","54,0",1604,"5,23","5,2","3,22","87,57",5,3,4
44543,"0,56",Premium,D,SI1,"61,0","60,0",1605,"5,28","5,25","3,21","88,98",4,7,3
44544,"0,56",very Good,G,VS2,"62,6","58,0",1605,"5,22","5,32","3,31","91,92",3,4,4
44545,"0,5",very Good,E,VS2,"60,9","58,0",1605,"5,14","5,17","3,14","83,44",3,6,4
44546,"0,57",very Good,H,VS2,"61,7","54,8",1605,"5,34","5,37","3,3","94,63",3,3,4
44547,"0,56",Ideal,I,VVS1,"60,8","57,0",1605,"5,31","5,34","3,24","91,87",5,2,7
44548,"0,54",Ideal,G,VS2,"61,7","56,0",1605,"5,21","5,24","3,23","88,18",5,4,4
44549,"0,54",Ideal,G,VS2,"61,2","56,0",1605,"5,25","5,26","3,22","88,92",5,4,4
44550,"0,51",Ideal,E,VS2,"61,5","58,0",1605,"5,12","5,15","3,16","83,32",5,6,4
44551,"0,55",Ideal,G,SI1,"61,9","57,0",1605,"5,23","5,27","3,25","89,58",5,4,3
44552,"0,55",Ideal,G,SI1,"61,3","56,0",1605,"5,26","5,31","3,24","90,5",5,4,3
44553,"0,55",Ideal,G,SI1,"61,7","55,0",1605,"5,25","5,28","3,25","90,09",5,4,3
44554,"0,58",Good,G,VS2,"58,4","59,0",1605,"5,4","5,46","3,17","93,46",2,4,4
44560,"0,52",Ideal,D,SI1,"61,8","56,0",1605,"5,18","5,15","3,19","85,1",5,7,3
44561,"0,52",Premium,D,SI1,"62,7","58,0",1605,"5,2","5,16","3,25","87,2",4,7,3
44562,"0,52",Premium,D,SI1,"60,9","61,0",1605,"5,15","5,13","3,13","82,69",4,7,3
44563,"0,52",Good,D,SI1,"63,9","58,0",1605,"5,12","5,08","3,26","84,79",2,7,3
44564,"0,52",Good,D,SI1,"63,7","55,0",1605,"5,12","5,09","3,25","84,7",2,7,3
44565,"0,52",Ideal,D,SI1,"62,9","56,0",1605,"5,16","5,11","3,23","85,17",5,7,3
44566,"0,52",Ideal,D,SI1,"63,0","57,0",1605,"5,14","5,12","3,23","85,0",5,7,3
44567,"0,52",very Good,D,SI1,"63,3","58,0",1605,"5,15","5,12","3,25","85,7",3,7,3
44568,"0,52",very Good,H,VVS2,"61,7","63,0",1605,"5,26","5,16","3,22","87,4",3,3,6
44569,"0,52",Premium,E,SI1,"61,6","58,0",1605,"5,17","5,12","3,17","83,91",4,6,3
44570,"0,57",Premium,J,VS1,"62,2","58,0",1606,"5,34","5,3","3,31","93,68",4,1,5
44571,"0,57",Premium,J,VS1,"60,6","59,0",1606,"5,37","5,36","3,25","93,55",4,1,5
44572,"0,5",very Good,E,VS2,"63,3","57,0",1606,"5,1","5,07","3,22","83,26",3,6,4
44575,"0,53",Ideal,E,VS2,"62,5","57,0",1607,"5,16","5,18","3,23","86,33",5,6,4
44576,"0,53",Ideal,G,VS1,"61,7","55,0",1607,"5,18","5,22","3,21","86,8",5,4,5
44577,"0,53",very Good,G,VS1,"61,9","57,0",1607,"5,19","5,22","3,22","87,24",3,4,5
44578,"0,53",Good,E,VS2,"63,7","55,0",1607,"5,12","5,15","3,27","86,22",2,6,4
44579,"0,53",very Good,E,VS2,"58,3","62,0",1607,"5,26","5,31","3,08","86,03",3,6,4
44580,"0,53",very Good,G,VS1,"63,0","58,0",1607,"5,15","5,17","3,25","86,53",3,4,5
44581,"0,53",Ideal,E,VS2,"62,0","55,0",1607,"5,17","5,21","3,22","86,73",5,6,4
44582,"0,53",Ideal,E,VS2,"61,0","57,0",1607,"5,23","5,26","3,2","88,03",5,6,4
44583,"0,53",Ideal,G,VS1,"61,6","57,0",1607,"5,21","5,24","3,22","87,91",5,4,5
44584,"0,53",Good,G,VS1,"63,4","56,0",1607,"5,1","5,15","3,25","85,36",2,4,5
44585,"0,53",very Good,E,VS2,"61,4","55,0",1607,"5,21","5,24","3,21","87,63",3,6,4
44586,"0,53",Good,E,VS2,"64,0","55,0",1607,"5,11","5,14","3,28","86,15",2,6,4
44587,"0,53",Ideal,E,VS2,"60,9","59,0",1607,"5,17","5,21","3,16","85,12",5,6,4
44588,"0,58",Ideal,D,SI2,"60,9","56,0",1607,"5,4","5,44","3,3","96,94",5,7,2
44589,"0,59",Ideal,E,SI1,"62,0","57,0",1607,"5,36","5,39","3,33","96,21",5,6,3
44590,"0,54",Ideal,D,SI1,"62,1","55,0",1607,"5,18","5,23","3,23","87,51",5,7,3
44591,"0,53",Premium,H,VS1,"60,5","57,0",1607,"5,34","5,27","3,21","90,34",4,3,5
44592,"0,53",Premium,I,VVS1,"63,0","56,0",1607,"5,19","5,13","3,25","86,53",4,2,7
44593,"0,53",Ideal,H,VS1,"61,7","56,0",1607,"5,22","5,18","3,21","86,8",5,3,5
44594,"0,53",Ideal,H,VS1,"62,1","56,0",1607,"5,21","5,19","3,23","87,34",5,3,5
44595,"0,53",Ideal,H,VS1,"61,2","56,0",1607,"5,26","5,21","3,2","87,69",5,3,5
44596,"0,53",very Good,H,VS1,"63,4","56,0",1607,"5,16","5,13","3,26","86,29",3,3,5
44597,"0,53",Premium,H,VS1,"62,3","58,0",1607,"5,17","5,13","3,21","85,14",4,3,5
44598,"0,53",Ideal,H,VS1,"61,3","57,0",1607,"5,22","5,18","3,19","86,26",5,3,5
44599,"0,53",Ideal,G,VS2,"62,5","56,0",1607,"5,2","5,17","3,24","87,1",5,4,4
44600,"0,53",Ideal,G,VS2,"62,5","55,0",1607,"5,2","5,17","3,24","87,1",5,4,4
44601,"0,53",Premium,G,VS2,"61,2","57,0",1607,"5,26","5,19","3,2","87,36",4,4,4
44602,"0,53",Ideal,G,VS2,"60,4","57,0",1607,"5,27","5,23","3,17","87,37",5,4,4
44603,"0,53",Premium,G,VS2,"62,4","59,0",1607,"5,16","5,13","3,21","84,97",4,4,4
44604,"0,53",Premium,G,VS2,"62,5","56,0",1607,"5,19","5,18","3,24","87,1",4,4,4
44605,"0,53",Ideal,G,VS2,"61,8","56,0",1607,"5,21","5,18","3,21","86,63",5,4,4
44606,"0,53",Premium,G,VS2,"62,0","58,0",1607,"5,21","5,18","3,22","86,9",4,4,4
44607,"0,53",Premium,G,VS2,"62,6","58,0",1607,"5,18","5,11","3,22","85,23",4,4,4
44608,"0,53",Premium,E,SI1,"61,9","56,0",1607,"5,22","5,19","3,22","87,24",4,6,3
44609,"0,53",Ideal,E,SI1,"61,6","56,0",1607,"5,23","5,19","3,21","87,13",5,6,3
44610,"0,53",Ideal,E,SI1,"60,6","57,0",1607,"5,27","5,23","3,18","87,65",5,6,3
44611,"0,53",Ideal,E,SI1,"62,0","55,0",1607,"5,21","5,17","3,22","86,73",5,6,3
44612,"0,53",Ideal,E,SI1,"61,8","56,0",1607,"5,21","5,17","3,21","86,46",5,6,3
44613,"0,53",Ideal,E,SI1,"62,0","56,0",1607,"5,19","5,17","3,21","86,13",5,6,3
44614,"0,53",Premium,E,SI1,"60,0","60,0",1607,"5,27","5,24","3,21","88,64",4,6,3
44615,"0,53",Ideal,G,VS2,"61,6","56,0",1607,"5,24","5,19","3,21","87,3",5,4,4
44616,"0,53",Premium,G,VS2,"60,7","59,0",1607,"5,24","5,18","3,16","85,77",4,4,4
44617,"0,53",Ideal,G,VS2,"60,1","54,0",1607,"5,31","5,3","3,19","89,78",5,4,4
44618,"0,5",Ideal,H,VVS2,"60,3","58,0",1608,"5,14","5,21","3,12","83,55",5,3,6
44619,"0,5",Ideal,H,VVS2,"60,4","55,0",1608,"5,16","5,2","3,13","83,98",5,3,6
44620,"0,57",Ideal,G,VS2,"61,8","56,0",1608,"5,3","5,35","3,29","93,29",5,4,4
44621,"0,57",very Good,G,VS2,"62,6","55,0",1608,"5,26","5,31","3,31","92,45",3,4,4
44622,"0,57",Ideal,E,SI1,"61,9","56,0",1608,"5,32","5,35","3,3","93,92",5,6,3
44623,"0,57",Ideal,G,VS2,"61,8","57,0",1608,"5,3","5,32","3,28","92,48",5,4,4
44624,"0,57",Ideal,E,SI1,"62,1","56,0",1608,"5,3","5,33","3,3","93,22",5,6,3
44625,"0,57",very Good,G,VS2,"62,1","57,0",1608,"5,27","5,3","3,28","91,61",3,4,4
44626,"0,57",Ideal,G,VS2,"61,6","57,0",1608,"5,32","5,36","3,29","93,82",5,4,4
44627,"0,57",Premium,G,VS2,"59,7","59,0",1608,"5,37","5,41","3,22","93,55",4,4,4
44628,"0,56",Ideal,E,VS1,"62,7","56,0",1608,"5,26","5,3","3,31","92,28",5,6,5
44629,"0,56",Ideal,D,SI1,"62,5","56,0",1608,"5,24","5,28","3,29","91,03",5,7,3
44631,"0,57",Premium,E,SI1,"61,4","58,0",1608,"5,28","5,34","3,26","91,92",4,6,3
44632,"0,57",Premium,I,VVS1,"62,1","58,0",1608,"5,25","5,32","3,28","91,61",4,2,7
44633,"0,57",Ideal,I,VVS1,"61,7","56,0",1608,"5,31","5,35","3,29","93,46",5,2,7
44634,"0,57",very Good,E,SI1,"60,3","57,0",1608,"5,34","5,4","3,24","93,43",3,6,3
44635,"0,57",Ideal,E,SI1,"61,8","57,0",1608,"5,28","5,33","3,28","92,31",5,6,3
44636,"0,57",very Good,G,VS2,"62,8","57,0",1608,"5,23","5,28","3,3","91,13",3,4,4
44637,"0,58",very Good,E,VS2,"60,3","57,0",1608,"5,41","5,44","3,27","96,24",3,6,4
44638,"0,41",Ideal,E,VVS1,"61,1","56,0",1608,"4,8","4,82","2,94","68,02",5,6,7
44639,"0,51",Ideal,E,VS2,"62,1","54,0",1608,"5,13","5,15","3,19","84,28",5,6,4
44640,"0,54",Ideal,E,VS2,"61,7","55,0",1609,"5,23","5,2","3,22","87,57",5,6,4
44641,"0,24",very Good,D,VVS2,"58,8","58,0",521,"4,05","4,08","2,39","39,49",3,7,6
44642,"0,24",very Good,E,VVS1,"60,6","59,0",521,"4,0","4,02","2,43","39,07",3,6,7
44643,"0,33",Good,H,VS2,"63,8","55,0",521,"4,4","4,44","2,82","55,09",2,3,4
44644,"0,33",Premium,H,VS2,"60,4","60,0",521,"4,48","4,52","2,72","55,08",4,3,4
44645,"0,28",very Good,H,VVS2,"62,7","54,0",522,"4,16","4,19","2,61","45,49",3,3,6
44646,"0,28",very Good,H,VVS2,"62,0","55,0",522,"4,21","4,23","2,62","46,66",3,3,6
44647,"0,28",very Good,G,VVS2,"61,4","55,0",522,"4,21","4,24","2,59","46,23",3,4,6
44648,"0,28",very Good,G,VVS2,"62,3","56,0",522,"4,16","4,19","2,6","45,32",3,4,6
44649,"0,28",very Good,G,VVS2,"61,1","56,0",522,"4,25","4,27","2,6","47,18",3,4,6
44650,"0,28",very Good,G,VVS2,"62,5","53,0",522,"4,18","4,21","2,62","46,11",3,4,6
44651,"0,28",Ideal,H,VVS2,"62,0","57,0",522,"4,21","4,24","2,62","46,77",5,3,6
44652,"0,28",Ideal,G,VVS1,"62,7","55,0",522,"4,16","4,2","2,62","45,78",5,4,7
44653,"0,35",Good,G,SI1,"63,8","54,0",522,"4,46","4,48","2,85","56,95",2,4,3
44654,"0,35",Ideal,G,SI1,"61,3","56,0",522,"4,54","4,56","2,79","57,76",5,4,3
44655,"0,29",very Good,G,VVS1,"62,0","58,0",522,"4,19","4,23","2,61","46,26",3,4,7
44656,"0,35",Good,D,SI2,"63,3","55,0",522,"4,45","4,49","2,83","56,54",2,7,2
44657,"0,35",Premium,G,SI1,"60,3","60,0",522,"4,57","4,59","2,76","57,89",4,4,3
44658,"0,35",Ideal,D,SI2,"62,2","56,0",522,"4,52","4,55","2,82","58,0",5,7,2
44659,"0,35",Ideal,D,SI2,"61,8","57,0",522,"4,53","4,57","2,81","58,17",5,7,2
44660,"0,35",Premium,D,SI2,"60,8","58,0",522,"4,51","4,57","2,76","56,89",4,7,2
44661,"0,35",Premium,D,SI2,"62,3","58,0",522,"4,48","4,54","2,81","57,15",4,7,2
44662,"0,35",Good,G,SI1,"63,4","56,0",522,"4,46","4,5","2,84","57,0",2,4,3
44663,"0,35",Ideal,D,SI2,"62,4","55,0",522,"4,53","4,54","2,83","58,2",5,7,2
44664,"0,24",Ideal,I,VVS2,"61,5","56,0",523,"4,02","4,05","2,48","40,38",5,2,6
44665,"0,36",Ideal,I,VS2,"61,8","55,0",523,"4,58","4,61","2,84","59,96",5,2,4
44666,"0,36",Ideal,I,VS2,"61,6","55,0",523,"4,6","4,65","2,85","60,96",5,2,4
44667,"0,36",Ideal,I,VS2,"61,8","55,0",523,"4,6","4,63","2,85","60,7",5,2,4
44668,"0,32",Ideal,H,VS2,"61,5","55,0",523,"4,41","4,44","2,72","53,26",5,3,4
44669,"0,32",Ideal,H,VS2,"61,3","56,0",523,"4,42","4,45","2,72","53,5",5,3,4
44670,"0,32",Ideal,H,VS2,"62,0","54,0",523,"4,41","4,43","2,74","53,53",5,3,4
44672,"0,7",very Good,J,SI2,"63,6","56,0",1609,"5,57","5,63","3,56","111,64",3,1,2
44673,"0,49",Ideal,E,VS2,"61,3","55,0",1609,"5,11","5,13","3,14","82,31",5,6,4
44674,"0,66",Ideal,H,SI1,"62,4","58,0",1609,"5,53","5,56","3,46","106,38",5,3,3
44675,"0,55",Ideal,E,SI1,"62,5","56,0",1609,"5,21","5,25","3,27","89,44",5,6,3
44676,"0,55",Ideal,E,SI1,"61,8","58,0",1609,"5,24","5,28","3,25","89,92",5,6,3
44677,"0,71",Ideal,J,SI1,"62,6","57,0",1609,"5,7","5,65","3,55","114,33",5,1,3
44678,"0,71",Premium,J,SI2,"60,7","59,0",1609,"5,75","5,71","3,48","114,26",4,1,2
44681,"0,53",Ideal,D,VS2,"60,2","55,0",1610,"5,26","5,3","3,18","88,65",5,7,4
44682,"0,5",Premium,D,SI1,"62,3","58,0",1610,"5,08","5,07","3,16","81,39",4,7,3
44683,"0,5",Premium,D,SI1,"61,1","59,0",1610,"5,08","5,04","3,09","79,11",4,7,3
44684,"0,5",Premium,D,SI1,"62,8","58,0",1610,"5,06","5,03","3,17","80,68",4,7,3
